"","ID","Verb","PredType","Embedding","Context","Target","target.LMEDS","Turk.MatrixOrComplement","CollapsedProminence","Mean","sd","variance"
"154",232,"believe","Non-Factive","negation","B: he refuted it, it just was not effective enough to... A: Well, he didn't refute it til the last two weeks of the campaign.","Well, he didn't refute it til the last two weeks of the campaign. He didn't believe anybody would believe that.","He didn't believe anybody would believe that","compl","COMPLEMENT",-1.6,1.57762127549323,2.48888888888889
"155",233,"think","Non-Factive","negation","B: Um, in fact, Los Alamos, uh, has, uh, done a fair amount of research, uh, in recycling things in general. Um, it involves, for instance, uh, creating biological organisms which can remove heavy elements like selenium, and barium and, uh, other things from, uh, waste material in general. uh, and purify the waste of specific, uh, uh, nasty elements. A: Well, that's pretty, uh, upscale, uh, trash, uh, uh, situation.","I don't think anybody around here would understand all those exotic techniques, you know, getting rid of the heavy metals.","I don't think anybody around here would understand all those exotic techniques, you know, getting rid of the heavy metals.","complAll","COMPLEMENT",-1.33333333333333,1.73205080756888,3
"156",234,"think","Non-Factive","negation","B: if you get it on sale, A: Yeah, yeah, so we bought that or we bought the filets, and then the chicken, or turkey nuggets,","we bought the filets, and then the chicken, or turkey nuggets, and I don't think anybody in my house knows the difference, unless you tell them.","I don't think anybody in my house knows the difference, unless you tell them.","complAll","COMPLEMENT",-2.125,0.991031208965115,0.982142857142857
"157",235,"think","Non-Factive","negation","B: Well, that's the same thing that I did. I hope I'll be able to do the same with grandchildren. A: I think that once you do that, your children kind of develop the same attitudes. At least my daughters have. They try to teach theirs not to get into things instead of having to put everything up. So it's worked pretty well. There's,","So it's worked pretty well. There's, I don't really think anything's been broken.","I don't really think anything's been broken.","compl","COMPLEMENT",-1,1.8516401995451,3.42857142857143
"158",236,"believe","Non-Factive","negation","A: And it's brought the, they, uh, really listen to the, uh, lobbyist and, uh, the car manufacturing companies uh, you know, have really pushed, they, all those restrictions are really too hard, we can't quite make that go and they don't and then we still live with air pollution. B: Yeah. A: Um, so I suspect that that's one thing that as individuals, we can do, make our voices known, perhaps to our legislators. But, um, as a society, I think we can do more and that's probably how we ought to do it. Uh, being individually responsible in order to be group responsible. B: Yeah,","I guess I'm to the point where I'm cynical enough that I really don't believe anything will happen unless there's something economically justifiable about it.","I really don't believe anything will happen unless there's something economically justifiable about it.","complAll","COMPLEMENT",0.555555555555556,2.06827894099848,4.27777777777778
"159",237,"think","Non-Factive","negation","A: Have you followed that very much or, B: Uh, not really.","Not really, I don't think anything will ever take over the NFL.","I don't think anything will ever take over the NFL.","broad","BROAD",-2.88888888888889,0.333333333333333,0.111111111111111
"160",238,"think","Non-Factive","negation","B:All right, well. A:","Um, short term, I don't think anything's going to be done about it or probably should be done about it.","Short term, I don't think anything's going to be done about it or probably should be done about it.","broad","BROAD",-2.5,0.755928946018454,0.571428571428571
"161",239,"think","Non-Factive","negation","B: And, I, we're big broccoli fans. A: Uh-huh that's what I've got. I've got steamed broccoli down on mine. B:","Well, I just don't think you can go wrong with something like that.","Well, I just don't think you can go wrong with something like that.","broad","BROAD",-0.777777777777778,2.4381231397213,5.94444444444445
"162",240,"know","Factive","negation","B: Right. Well, for instance, does the company you worked for before have the right or do they have the ability to say, hey, we've already drug tested her and she came up negative. A: Well, no, I don't think they can force another company to not drug test me just by saying that I didn't, I mean, B: Yeah. A:","I mean, they don't know that I don't use drugs.","They don't know that I don't use drugs.","matrix","MATRIX",1.66666666666667,2.64575131106459,7
"163",242,"know","Factive","negation","A: but the thing is, that, um. B: Well, especially being a college student your,","Well, especially being a college student, I don't know that you need to be involved in a lot of frivolous gift giving.","I don't know that you need to be involved in a lot of frivolous gift giving.","complAll","COMPLEMENT",-1.75,2.0528725518857,4.21428571428571
"164",243,"know","Factive","negation","A: Oh, yes. Animals have a way of talking. B: Alfie did. I tell you if I could have gotten a hold of that cat that day. A:","I don't know uh, that I'd trade my dog in for the world.","I don't know uh, that I'd trade my dog in for the world.","compl","COMPLEMENT",-2.25,1.03509833901353,1.07142857142857
"165",246,"know","Factive","negation","A: Is, uh, kind of fun. It's best done when you have leisure time and I had more of that in my childhood days than I have now. And I grew up in an area that, uh, was just a few feet from a rather large lake, and a few more miles from that was a even larger lake and we had a variety of boats at our disposal. Uh, I worked for a camp for a number of years. My father was on staff there, and we had every kind of things from canoes to paddle boats, sailboats, speedboats, you name it, they had it and we did a lot of, water sports. But I think, uh, the thing I liked the best was, uh, we spent about a summer couple of guys, uh, restored an old wooden boat that was built back in the mid-thirties and got a new canvas sail for it and had a real big old four- foot center board that went down in the middle to keep you upright when the waves, or the wind came from the side and we got that thing in the water and had a real good time with it. If you ever got it dumped over, though, it was a mess to get back up. It wasn't like the newer ones that have nice chambers that keep it afloat or keep it, uh, upright again. This one you had to work with. You get out of the water again and get it upright. And, uh, sailing was kind of nice to learn the maneuvers you had to make to work your way down a lake or work back up against the wind, as it were, tacking back and forth and, uh, more than once we'd get out there on a really stormy day and, uh, the storm or the wind was due to the front blowing and as soon as the front came over, it was calm. So you're out in the middle of nowhere with a paddle and you paddle your way back in and hope it doesn't start raining on you right away. And that didn't always work. We oftentimes got wet. But, uh, it's a nice hobby to have. Nowadays I don't think I could afford the boat or the time, nor do we live that close to a lake anymore, so things change, I guess. What are your memories of boating, or current, B: Uh, about the only memories that I have of boating, uh, my husband's family had a motor boat, uh, when we got engaged and they took us out on the lake several times. And, uh, I really did enjoy that.","I don't know that I ever learned to drive it or anything.","I don't know that I ever learned to drive it or anything.","compl","COMPLEMENT",-1,2.1380899352994,4.57142857142857
"166",247,"know","Factive","negation","A: That's right, that's right. B: Uh, I don't have other than a reading and male perspective on the biological urges involved relative to being a mother or not. Uh, my sense is that I have very much an interest and had one in being a parent.","I don't know that I, uh, felt myself necessarily encumbered with the necessity to have heirs.","I don't know that I, uh, felt myself necessarily encumbered with the necessity to have heirs.","complAll","COMPLEMENT",-1.125,0.83452296039628,0.696428571428571
"167",248,"think","Non-Factive","negation","A: you know, then, we thought, well we can use it for, you know, some personal things. We di-, for us it really took, you know, a business application to justify the expense of it. B: Uh-huh. Oh, definitely, definitely. I know my stepfather bought my mother a little personal computer, oh, I guess, probably three years ago for Christmas, and, you know, it's got some stuff on it. It's got a nice little word processing software on it, you know, and some budgeting type things and stuff.","And I don't think she's ever touched it, you know.","And I don't think she's ever touched it, you know.","broad","BROAD",-1.44444444444444,1.13038833052088,1.27777777777778
"168",249,"think","Non-Factive","negation","A: Yeah. Now that's a very good suggestion. B: Uh, just something to, i-, rather than throw someone into that environment, uh, you know, it A: Yeah.","I don't think student teaching is enough.","I don't think student teaching is enough.","broad","BROAD",-2.5,0.52704627669473,0.277777777777778
"169",250,"think","Non-Factive","negation","A: They have to for international trade. B: Yeah. A: But, I guess it's easier to switch back and forth than it used to be, uh, because uh, of computers coming into everything. B: Uh-huh. Yeah,","Yeah, I don't think switching back and forth is that big a deal.","I don't think switching back and forth is that big a deal.","broad","BROAD",-2.25,0.886405260427918,0.785714285714286
"170",251,"know","Factive","negation","A: Yeah, I had a friend whose brother did steroids and as soon as he stopped working out he just ballooned out. It all turned to fat and he just, really looked bad. B: Really.  Ugh. A: But, uh, B:","I didn't know it did that.","I didn't know it did that.","compl","COMPLEMENT",0.25,0.462910049886276,0.214285714285714
"171",253,"know","Factive","negation","B: Yeah, I mean, there would be loopholes just like there is in anything else. A: Right, you know, they'd figure a way around that one in a heartbeat. But,, I'm wondering if there's another issue here, and maybe this is why this has died out. Can you go into, and this wasn't the question but it may be the more of the issue versus should young adults, can they go in there and can anyone go well, out of the Kurdish community is a little bit extreme at this time, but say, I think Bangladesh would have been a good example or some really desperate situation and teach them to farm and teach them and it doesn't do any good. B: Yeah. A:","I don't know that it does.","I don't know that it does.","broad","BROAD",-1.44444444444444,1.42400062421959,2.02777777777778
"172",254,"think","Non-Factive","negation","A: Well, where you're located, I do know Texas Instruments has random drug testing. B: Uh-huh. A: And I think they've had it for several years.","And their program they had, I don't think had a lot of, uh, problems associated with it.","I don't think had a lot of, uh, problems associated with it","complAll","COMPLEMENT",-1,2.07019667802706,4.28571428571429
"173",255,"think","Non-Factive","negation","B: they did things for people, you know, for their communities, for their, uh, families, for their friends, where now, I'm not sure they really do. A: Yes. Yeah. Well, I think sometimes through groups and organizations, um, uh, when they asked the question I thought, well that sounds wonderful. And then, I wondered if people were unwilling","but I think even if you went in with a negative attitude I don't think it would stay negative very long.","I don't think it would stay negative very long","broad","BROAD",-1.1,1.85292561462497,3.43333333333333
"174",259,"bother","Factive","negation","A: and so you just put the empty ones back out there and he took them away and you know, put another gallon of glass bottle in there. B: Yeah. A: So, uh, yeah, B: So, uh, you know, I look back at, uh, my childhood and I'd say, you know, they were doing things then that we should be doing now","and so it doesn't bother me at all that we're, uh, kind of starting to put the pressure on people to get away from all this, uh, throwaway society that got developed in the sixties and seventies.","and so it doesn't bother me at all that we're, uh, kind of starting to put the pressure on people to get away from all this, uh, throwaway society that got developed in the sixties and seventies.","compl","COMPLEMENT",2.09090909090909,0.539359889970594,0.290909090909091
"175",260,"know","Factive","negation","A: you know, you create a bigger family, generation after generation but not really on purpose. B: Yeah. A: So. It's not a real functional situation anyway.","So, you know, I don't know that that trend's going to change the single parent type families.","I don't know that that trend's going to change the single parent type families.","compl","COMPLEMENT",-1.22222222222222,0.97182531580755,0.944444444444445
"176",263,"think","Non-Factive","negation","A: But like I said if I voted for Bush, or like when, uh, Gary Hart was running, a lot of women would have voted for him just because he was nicer looking, B: Hart? Uh-huh. A: not that I think he was good looking, but, he was young. B: Yeah. Yeah. A:","I didn't think that was right, because he may have been a good president or whatever.","I didn't think that was right.","matrix","MATRIX",-0.625,1.30247018062932,1.69642857142857
"177",264,"think","Non-Factive","negation","A: I don't much care for Michael J Fox anyway. B: Yeah. Well, the last two I saw him in, one of those BACK TO THE FUTURE, PART THREE deals and that was crummy also.","the last two I saw him in, one of those BACK TO THE FUTURE, PART THREE deals and that was crummy also, I didn't think that was any good.","I didn't think that was any good.","compl","COMPLEMENT",-3,0,0
"178",265,"realize","Factive","negation","B: It was good. The only thing I thought, um, that I haven't been trying, is when I, you know, go to take a shower, to save the water, and to put it on my plants. Which I had never thought about before. A: Uh-huh.  Uh-huh. B: But I've already gone to, oh I started years ago, I guess, not years ago, but, yeah I would say five years ago, turning off I mean my water faucet, in the sink when I brush my teeth. A: Uh-huh. B:","But I didn't realize that was the biggest waste of water.","But I didn't realize that was the biggest waste of water.","broad","BROAD",2.66666666666667,0.707106781186548,0.5
"179",266,"know","Factive","negation","B: Yeah, and E D S is very particular about this, hair cuts, A: Wow. B: I mean it was like you can't have, you know, such and such facial hair, no beards, you know, and just really detailed. A:","I don't know that that would be a good environment to work in.","I don't know that that would be a good environment to work in.","compl","COMPLEMENT",-1.33333333333333,1.11803398874989,1.25
"180",270,"know","Factive","negation","A: I work in the airline, marketing group. B: Oh. A: So, we do a lot of, B:","I didn't even know they had anything like that.","I didn't even know they had anything like that.","compl","COMPLEMENT",-1.25,1.66904592079256,2.78571428571429
"181",271,"feel","Non-Factive","negation","A: I spend a lot of time reading about these things. I'm quite interested. I find it very exciting for the coverage we have now, today. B: Yes and I think we do get pretty good coverage.","Yes and I think we do get pretty good coverage. I don't feel that the American people is being shortchanged by uh, the news coverage.","I don't feel that the American people is being shortchanged by uh, the news coverage.","complAll","COMPLEMENT",-2,1.93649167310371,3.75
"182",273,"think","Non-Factive","negation","B: our land is in acres, our people aren't going to understand what an amount of something is. A: Right. Yeah, I agree with you. I don't think we should either even though I know there are benefits to the metric system,","even though I know there are benefits to the metric system, I don't think the benefits of the metric system outweigh the disadvantages that would happen to the people in America.","I don't think the benefits of the metric system outweigh the disadvantages that would happen to the people in America.","complAll","COMPLEMENT",-1.625,1.18773493916542,1.41071428571429
"183",276,"feel","Non-Factive","negation","B: Uh, uh, I've had one or two American cars I think, and they were okay. I had a Pontiac once and I never had a problem with it, but, uh, my mother had a Dodge at one point and I had driven it a few times and I really did not feel that I would buy a Dodge just from, A: Um. B: well, actually, I had uh, a Dodge Omni at one point A: Uh-huh. B:","and that was, I think, what really prejudiced me against American cars because I did not feel that it was a very quality, uh, car.","I did not feel that it was a very quality, uh, car.","complAll","COMPLEMENT",-2.6,0.516397779494322,0.266666666666667
"184",277,"know","Factive","negation","A: Well, because we finally negotiated that I was losing my mind, uh, he sleeps in the laundry room and then he goes out for the day. But this is a beautiful dog and he is wonderful with our little girls and he's, comes from a purebred line and there's nothing you could say bad about him, except that I was more of a cat or a small dog person that you could sit in the chair and cuddle. B: Right. Right. A: And this is huge. You know, course, when he runs around the yard, he just digs,","when he runs around the yard, he just digs, he doesn't know that he's tearing up things.","he doesn't know that he's tearing up things","matrix","MATRIX",2,1.88561808316413,3.55555555555556
"185",278,"think","Non-Factive","negation","A: Oh, it wasn't that good. B: Well, oh, from a woman's point of view it was very, uh, chauvinistic as far as women go. Uh, it was entertaining, but, yeah,","It was entertaining, but, yeah, I don't think the general audience would go for it.","I don't think the general audience would go for it.","broad","BROAD",-2,0.707106781186548,0.5
"186",280,"think","Non-Factive","negation","B: everyone I talk to, they says, you know, it's real easy to say that. A: we didn't damage enough of their arsenal. We damaged most of it but we should have made sure we got everything. B: Yeah,","I don't think the higher ups were thinking about what this guy's going to do with the rest of his war machine.","I don't think the higher ups were thinking about what this guy's going to do with the rest of his war machine.","compl","COMPLEMENT",-1.25,1.66904592079256,2.78571428571429
"187",281,"know","Factive","negation","B: And it will send out a flower spike. You will see them blooming now. It is a wildflower here, but you can get them in the nursery. A: I am looking for a pen. I want to write this down because, well, that is where I went this year. Because I waited too late to really plant stuff. But I did not know that these hyacinths, like I said, I do not know anything about plants.","But I did not know that these hyacinths, like I said, I do not know anything about plants, I did not know the hyacinths were going to die.","I did not know the hyacinths were going to die.","complAll","COMPLEMENT",1.45454545454545,2.65945995885016,7.07272727272727
"188",283,"think","Non-Factive","negation","A: uh, but then when you quantify things and might also hold criminal trials for how many years is appropriate, uh, that they might leave it to somebody else who, uh, has expertise in that. B: Right, I agree, too.","Right, I agree, too, I don't think the jury should be the ones that put the sentencings down.","I don't think the jury should be the ones that put the sentencings down","complAll","COMPLEMENT",-2.22222222222222,1.30170827931778,1.69444444444444
"189",284,"know","Factive","negation","A: Boy that's scary, isn't it. B: Oh, can you imagine, because it happens in the middle of the night,","so you know, these parents didn't know the kid was gone until the kid is knocking on the door screaming, let me in.","these parents didn't know the kid was gone until the kid is knocking on the door screaming, let me in","matrix","MATRIX",2.77777777777778,0.440958551844098,0.194444444444444
"190",285,"think","Non-Factive","negation","B: Oh, I see. A: um, and I think I'm getting a better caliber of student at the private school, because I think their parents pay more,","and I think the kids are a little bit more challenged, because their parents are probably college educated, where at the public school, I don't think as many parents are college educated.","Where at the public school, I don't think as many parents are college educated.","compl","COMPLEMENT",-1.77777777777778,0.666666666666667,0.444444444444445
"191",286,"think","Non-Factive","negation","B: That's true. A: uh, you know, to,","I don't think, you know, the kids don't benefit from the bigger house and the fancier cars, and this type of thing.","I don't think, you know, the kids don't benefit from the bigger house and the fancier cars, and this type of thing.","broad","BROAD",2.1,1.85292561462497,3.43333333333333
"192",288,"think","Non-Factive","negation","B: but, uh, I can definitely, uh, see on down the road, you know, where we do have kids and are getting to that age, that's going to be a definite concern. A: Yeah, you talked before, about the school funding.","I think there's only going to be one solution to school funding which I don't think will be necessarily the best way.","I think there's only going to be one solution to school funding which I don't think will be necessarily the best way.","compl","COMPLEMENT",-1.75,1.28173988892331,1.64285714285714
"193",291,"think","Non-Factive","negation","B:Okay, I don't know, which end do we push but okay, A: Okay, well, um, let's see,","I think there's a lot of people that don't vote because they don't really think their, uh, opinion is going to be heard.","they don't really think their, uh, opinion is going to be heard","complAll","COMPLEMENT",-0.875,1.7268882005338,2.98214285714286
"194",294,"know","Factive","negation","B: Uh-huh. Well are you into that rock music, you know, all that druggy stuff and all that I mean? A: Well, uh. B: You know what I am saying I mean like they come on the stage and like, you know, you,","they don't even know they are there. You know.","they don't even know they are there","compl","COMPLEMENT",1.625,1.50594061730772,2.26785714285714
"195",295,"feel","Non-Factive","negation","A: How do you feel about that. B: I don't really, I more, I don't know about the government as much as, uh, the people, uh, I wouldn't consider to be a threat at all","and I really don't feel much like the Soviet Union itself is a threat anymore.","and I really don't feel much like the Soviet Union itself is a threat anymore.","broad","BROAD",-1.16666666666667,1.46680440124618,2.15151515151515
"196",296,"feel","Non-Factive","negation","B: So the original question, do we think they're you know, a security threat? A: Yeah. B: Um, yes and no. A: Yeah, I can go with that answer too. The only yes I could go to is if uh, a renegade crew decides to launch an attack or an accidental launching or something to that effect to a nuclear exchange, but I don't even see that occurring. Uh, because their internal strifes are more important right now than concentrating on any kind of outside affairs that they used to be adapted to I guess. B: Um, no. ","Well, I don't really feel that the Soviets really want to blow up the world.","Well, I don't really feel that the Soviets really want to blow up the world.","broad","BROAD",-1.4,2.11869981094276,4.48888888888889
"197",297,"think","Non-Factive","negation","B: Because too often, there can be extremism that hurts from any direction, regardless of whatever you're arguing or concerned about. A: Yeah. Right. Yeah, I know, you're right, they would lobby that and I see that, and that's why, you know, I'm like, okay, what's my role in this thing,, you know, what's my part, B: Yeah. A:","I'm like, okay, what's my role in this thing, you know, what's my part, because I don't think the system is going to get fixed.","I don't think the system is going to get fixed","compl","COMPLEMENT",-2.2,0.918936583472681,0.844444444444444
"198",298,"think","Non-Factive","negation","A: yeah, getting a lot of breaks between quarters and that, and having a lot of vacation. B: Right. it really, um, I don't think most of our teachers, now I'm not a teacher, I am a secretarial executive assistant,","I don't think most of our teachers, now I'm not a teacher, I am a secretarial executive assistant, but I don't think the teachers could stand the stress all year long frankly.","I don't think the teachers could stand the stress all year long frankly","complAll","COMPLEMENT",-0.5,1.71593835683117,2.94444444444444
"199",299,"think","Non-Factive","negation","B: Well, that's I meant when I said the school. A: Yeah. I don't blame it on the teachers in the school. although I think that, I do know for a fact that some of the teachers that I know personally get paid an awful lot more than, well, they do quite well for themselves. B: Huh.","Well, that's odd because I don't think the teachers in my school district, uh, were well paid.","I don't think the teachers in my school district, uh, were well paid","complAll","COMPLEMENT",-1.625,1.59798980865694,2.55357142857143
"200",300,"think","Non-Factive","negation","A: And then he has backed out, he has pulled out. And I realize they're still saying, well here you're encouraging us to get rid of Saddam Hussein, so why aren't you helping us? And you see, I think him going in and doing that would be putting us in another Vietnam situation. B: I think it would too. A:","And I don't think the U.S. will stand for it.","And I don't think the U.S. will stand for it.","compl","COMPLEMENT",-1.66666666666667,1.80277563773199,3.25
"201",301,"think","Non-Factive","negation","B: I think the, uh, I think a lot of the commentators on, like the major networks, like right, it's kind of appropriate right now because of the election stuff going on, but, um, it seems that, um, they kind of get to throw their opinions into how they, you know, report on the news. A: Right. And I think even in the elections, they choose who they're going to follow and who they're not, and basically you know, if a candidate can get them to follow, then the news will, you know, kind of publicize his name. B: Yeah. Yeah, exactly. A:","I don't think that the way I get the news is the right way to get it.","I don't think that the way I get the news is the right way to get it.","matrix","MATRIX",-1.875,1.64208056179609,2.69642857142857
"202",302,"know","Factive","negation","B: I mean, you know, he's so messed up. A: Right. B: And, um, this was a nice, sweet, young man who, teenager, you know, and he's now a young man about twenty, I guess, who, um, just got really down the wrong path. A: Right. B:","And, uh, you know, I don't know that his problem would ever have been detected by drug testing.","I don't know that his problem would ever have been detected by drug testing.","complAll","COMPLEMENT",-1.4,1.42984070596848,2.04444444444444
"203",303,"realize","Factive","negation","B: That was surprising to me. A: Um. B: I missed that question, totally, I mean really bad. I'm trying to think, I didn't miss too many, I can't remember what my score was, but I did exceeding well. I was surprised.","But I didn't realize that our garbage isn't being decomposed.","But I didn't realize that our garbage isn't being decomposed.","complAll","COMPLEMENT",1.875,1.35620268186054,1.83928571428571
"204",304,"know","Factive","negation","B: It's, uh, I don't know, I don't really liken it to alcohol but, yet that can be carried to an extreme, too. A: Uh-huh. B: So I think it's a good idea and I think just the idea you know that you may be tested might keep you off of them or get you off of them because you're, A: Right. B:","I think just the idea you know that you may be tested might keep you off of them or get you off of them because you're, I don't know that their job would be at risk.","I don't know that their job would be at risk","broad","BROAD",-0.25,0.886405260427918,0.785714285714286
"205",305,"think","Non-Factive","negation","B: And it seems like when the winds blow, it goes right through you. It's really different from Utah's weather. I thought Utah was cold, but I think Iowa is a lot colder. A: Yeah, see, that's how it is in Texas, too because when it's cold, it's really cold. So, B: Yeah,","I don't think there is any mountains to stop the wind.","I don't think there is any mountains to stop the wind.","compl","COMPLEMENT",-1.5,1.51185789203691,2.28571428571429
"206",306,"think","Non-Factive","negation","B: And the long-range views are just kind of, become a thing of the past. A: Yeah you, B: And, uh, A:","I don't think there can be anymore long range planning.","I don't think there can be anymore long range planning.","complAll","COMPLEMENT",-2.33333333333333,0.707106781186547,0.5
"207",308,"recognize","Factive","negation","B: If, uh, you've some kid uh, who's from a broken family, the schools are supposed to fill that void. It's gotten way beyond uh, you know, teaching classes and maybe providing extracurricular sports activities or something like, oh, were kind of traditionally the school's roles. A: Yeah.  Yeah, it's interesting because, uh, we're just having conversation on this, uh, with a couple of people yesterday. And I was expressing my frustrations that, uh, so many problems, I work in a high school, are that kids don't have a degree of self-discipline which may be reflected in society at large. Uh, and you can't expect in a classroom for a particular course an hour a day to counteract, uh, sixteen or seventeen years of influence at home. B: Right. A:","Um, and, it's seen more so because when you call parents up, many parents won't even recognize that there is a problem.","many parents won't even recognize that there is a problem.","matrixAll","MATRIX",2.4,1.26491106406735,1.6
"208",309,"know","Factive","negation","B: Anyway, I dealt with two or three kids today that are going to end up where somebody making a decision what to do with them. A: Um, yeah, I guess that's not an easy solution. there's no easy solution for that. B: Uh-huh.","I don't know that there is an easy solution.","I don't know that there is an easy solution.","compl","COMPLEMENT",-1.25,1.28173988892331,1.64285714285714
"209",310,"think","Non-Factive","negation","B: Is Texas one of them? A: Texas is not one of them see. So, I have to throw them away cause there is no place to take glass. B: Yeah. No,","Yeah, no, I don't think that there is enough being done.","Yeah, no, I don't think that there is enough being done.","complAll","COMPLEMENT",-2,1.58113883008419,2.5
"210",311,"think","Non-Factive","negation","A: Well, got any problems on Mockingbird with crime or is that a crime free zone there? B: No,","I don't think there is any such thing, as a crime free zone any longer.","I don't think there is any such thing, as a crime free zone any longer.","complAll","COMPLEMENT",-1.33333333333333,2.23606797749979,5
"211",312,"think","Non-Factive","negation","A: and I guess I would like, I don't know, the European countries certainly, uh, none of them have capital punishment and they don't have a crime problem either. B: Oh, really. A: No, you can't, they don't execute anybody in Britain or France and I don't believe they do in Germany or Italy either and they don't have the crime problems we do.","They don't have the crime problems we do, I don't really think that there is too much of a relationship between the two.","I don't really think that there is too much of a relationship between the two","broad","BROAD",-2.2,1.03279555898864,1.06666666666667
"212",313,"think","Non-Factive","negation","B: Well, you've got, well, any of the big cities you've got the different rival gangs and they're having their little turf wars over their little drug kingdoms and such, A: Uh-huh. B: And they get out their little Mac tens, they get out their little uzis and they're going to fight with them. And it doesn't matter what restrictions you put on that type of weapon or a class three firearm. If they want it they'll get it. I don't care if they've got to go down into New Mexico to get it they'll get it and they'll get across the border. Now my position, although, I have absolutely no use for a fully automatic weapon, anyway. A: Uh-huh. B:","Since I am a law-abiding citizen and I have never had a felony, if I wanted to buy one, I don't think there should be that big of a restriction on it.","I don't think there should be that big of a restriction on it","broad","BROAD",-2,1.77281052085584,3.14285714285714
"213",314,"hear","Non-Factive","negation","A: that's one difference. There really wasn't a lot of difference. B: I didn't,","see I never even heard that there was a book tied in with that movie.","see I never even heard that there was a book tied in with that movie.","matrix","MATRIX",0.75,1.90862703084106,3.64285714285714
"214",315,"think","Non-Factive","negation","B: Although they've got, uh, Meals On Wheels, Which I understand is a really good, you know, way to handle that so that at least they eat. A: Yeah. Uh-huh. So as a family you all just visited nursing homes or probably in College Station there wasn't a whole lot of choice. B: No,","I don't think there was, um.","I don't think there was, um.","compl","COMPLEMENT",-1.125,2.10017006114131,4.41071428571429
"215",316,"know","Factive","negation","A: But, uh, B: Yeah, yeah.  But it was, yeah, just lots of little lakes and, of course, it was, you know, a little more expensive to live on the lake, but I just thought that was grand.","And I think a lot of people didn't really know that there were all those lakes out there unless you were from that area and kind of spotted them.","a lot of people didn't really know that there were all those lakes out there unless you were from that area and kind of spotted them.","matrixAll","MATRIX",2.36363636363636,1.5015143870591,2.25454545454545
"216",317,"know","Factive","negation","B: It's kind of neat. A: Yeah, what does a computer club do.","I didn't know there were such things.","I didn't know there were such things.","broad","BROAD",-1.5,1.84089350286454,3.38888888888889
"217",319,"think","Non-Factive","negation","B: Yeah, and it almost seems like in order to avoid, uh, some of the scandal, you would have to have the kind of wife that you would only find, say in the Bobsy twins or, something like that. A: Right. You know, I also think it would be funny if we could know everything about the people that were in there and throw them out.","I also think it would be funny if we could know everything about the people that were in there and throw them out, I don't think there would be too many left.","I don't think there would be too many left","broad","BROAD",-1,2.10818510677892,4.44444444444444
"218",320,"think","Non-Factive","negation","B: Uh, which I am pro capital punishment except that I don't like the way it's done. A: Uh-huh. Uh, yeah, uh, uh, I guess, I hate to see anyone die, uh B: Uh-huh. A:","I don't think they deserve to live and be supported by us the rest of their lives.","I don't think they deserve to live and be supported by us the rest of their lives.","complAll","COMPLEMENT",-1.5,2.22361067735439,4.94444444444444
"219",321,"see","Factive","negation","B: And they have said no. A: Yeah and then during the week you see these women, in the you know, just because you put on a pair of hose with them doesn't make them not shorts anymore, you know. B: Yeah. A:","I mean I've never seen them do it without hose.","I've never seen them do it without hose","compl","COMPLEMENT",-1.77777777777778,1.20185042515466,1.44444444444444
"220",322,"think","Non-Factive","negation","A: so I don't know if I wasn't drug tested based on that or because the man who hired me didn't request the drug test, because I know that my company does drug testing on occasion. B: Right. Well, for instance, does the company you worked for before have the right or do they have the ability to say, hey, we've already drug tested her and she came up negative. A: Well, no,","I don't think they can force another company to not drug test me just by saying that I didn't, I mean.","I don't think they can force another company to not drug test me just by saying that I didn't, I mean.","compl","COMPLEMENT",-1.375,0.744023809142845,0.553571428571429
"221",323,"think","Non-Factive","negation","B: Uh, with regard uh, to jury trials. I really feel as though, uh, uh, whatever system has been used historically, in particular jurisdiction, you know, is really the only kinds of things that you can use. Because the jurisprudence is, you know, based uh, you know, on accumulated body of law. And if you have a situation where you change that body of law, then all of sudden they could start going back and digging up all these cases uh, that would be handled differently were they judged by today's standards.","So I really don't think they can really do much of anything to change it.","So I really don't think they can really do much of anything to change it.","broad","BROAD",-1.33333333333333,1.6583123951777,2.75
"222",324,"know","Factive","negation","A: Where are you from? B: I'm in Raleigh, North Carolina. A: Oh, my goodness.","I didn't know they did it long distance.","I didn't know they did it long distance.","broad","BROAD",-0.888888888888889,1.36422546197874,1.86111111111111
"223",325,"realize","Factive","negation","A: Oh, well, what kind of paint did you use for the, um, bookends? B: Well, that's half the problem right there is that it was a oil base, so I had to get,","and when I painted them, I didn't realize that we didn't have any turpentine or paint thinner or anything in the house.","I didn't realize that we didn't have any turpentine or paint thinner or anything in the house.","matrix","MATRIX",1.8,2.0976176963403,4.4
"224",329,"think","Non-Factive","negation","A: They, probably not enough, but I'm sure I lot of it's filtered down enough to the common folks that they have gotten wind, of what they're missing out on. B: Yeah, I think they're starting to realize, but I just don't think they have the resources, if you were to compare, uh, the Americans to the Soviets as far as home computers are concerned or Fax machines and cellular phones, and state of the art equipment that we are so used to.","I don't think they even realize what's out there, and to what extent.","I don't think they even realize what's out there, and to what extent.","compl","COMPLEMENT",-2.25,0.707106781186548,0.5
"225",330,"think","Non-Factive","negation","A: Yeah, that's true. B: But, I have been watching these houses go up and I don't, well, somebody was telling me, I know somebody who lives back there, I have always questioned the quality of construction","I have always questioned the quality of construction and I don't think they exceed more than twelve nails per house.","I don't think they exceed more than twelve nails per house.","complAll","COMPLEMENT",-0.444444444444444,1.81046341520004,3.27777777777778
